"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Lorr101",10000,0.00153214616096207,0.015040440320439,0.0117821272819951,0.0459130576374861,0.783281770154871,0,0.00153214616096207,0.00102143077397471,0.0200684205226957,0.00153214616096207,0.000510715386987357,0,0.00494880653463976,0.0162202184296475,0.0498404333981511,0.00145297249334516,0.0232910601798536,0.00196368788033252,0.0146088986010686,0.000510715386987357,0.00341666037367769,0.00153214616096207
"Lorr102",10100,8.67252543940796e-05,0.0201043298910684,0.0122187033925504,0.0411048207442089,0.79327778983934,0,8.67252543940796e-05,5.78168362627197e-05,0.0223142309652816,8.67252543940796e-05,2.89084181313598e-05,0,0.00413071796711284,0.0163205129415318,0.045177721875059,0.0020075421472937,0.0186460476882705,0.00203645056542506,0.0181546045800374,2.89084181313598e-05,0.00404399271271876,8.67252543940796e-05
"Lorr103",10200,0,0.0204081632653061,0.0122448979591837,0.0408163265306122,0.793877551020408,0,0,0,0.0224489795918367,0,0,0,0.00408163265306122,0.0163265306122449,0.0448979591836735,0.00204081632653061,0.0183673469387755,0.00204081632653061,0.0183673469387755,0,0.00408163265306122,0
"Lorr104",10300,0,0.0204081632653061,0.0122448979591837,0.0408163265306122,0.793877551020408,0,0,0,0.0224489795918367,0,0,0,0.00408163265306122,0.0163265306122449,0.0448979591836735,0.00204081632653061,0.0183673469387755,0.00204081632653061,0.0183673469387755,0,0.00408163265306122,0
"Lorr105",10400,0,0.0233952340778831,0.0126263792918742,0.0558036644228995,0.763061536950738,0,0.000587817147856518,0,0.021874758214747,0.000587817147856518,0,0,0.00636412263943198,0.0164432942905946,0.0492358098094881,0.00181048797471745,0.0206050508567381,0.00239830512257396,0.0198212946595961,0.000587817147856518,0.0038169149987204,0.00097969524642753
"Lorr106",10500,0,0.0303419103862017,0.0135135451818523,0.0906579385910095,0.691396387951506,0,0.00195483377077865,0,0.0205393596633754,0.00195483377077865,0,0,0.0116722388868058,0.0167148377286173,0.0593238345206849,0.00127484064491939,0.0258090134566513,0.00322967441569804,0.0232025684289464,0.00195483377077865,0.00320129254676499,0.00325805628463109
"Lorr107",10600,0,0.0372885866945203,0.0144007110718303,0.125512212759119,0.619731238952274,0,0.00332185039370079,0,0.0192039611120039,0.00332185039370079,0,0,0.0169803551341797,0.0169863811666399,0.0694118592318817,0.000739193315121324,0.0310129760565644,0.00406104370882211,0.0265838421982966,0.00332185039370079,0.00258567009480958,0.00553641732283465
"Lorr108",10700,0,0.0442352630028389,0.0152878769618083,0.160366486927229,0.548066089953042,0,0.00468886701662292,0,0.0178685625606323,0.00468886701662292,0,0,0.0222884713815535,0.0172579246046625,0.0794998839430785,0.000203545985323263,0.0362169386564775,0.00489241300194619,0.0299651159676469,0.00468886701662292,0.00197004764285417,0.0078147783610382
"Lorr109",10800,0,0.046875,0.015625,0.173611111111111,0.520833333333333,0,0.00520833333333333,0,0.0173611111111111,0.00520833333333333,0,0,0.0243055555555556,0.0173611111111111,0.0833333333333333,0,0.0381944444444444,0.00520833333333333,0.03125,0.00520833333333333,0.00173611111111111,0.00868055555555556
"Lorr110",10900,0,0.046875,0.015625,0.173611111111111,0.520833333333333,0,0.00520833333333333,0,0.0173611111111111,0.00520833333333333,0,0,0.0243055555555556,0.0173611111111111,0.0833333333333333,0,0.0381944444444444,0.00520833333333333,0.03125,0.00520833333333333,0.00173611111111111,0.00868055555555556
"Lorr111",11000,0,0.0436819906074299,0.014269251626898,0.185842822433617,0.508789825535333,0,0.00512068209510592,0.000655676795051826,0.0191088236794032,0.00512068209510592,0,0,0.022512309876496,0.0169232343625638,0.0878320046771611,0,0.0365317270162517,0.00512068209510592,0.0333467997508428,0.00512068209510592,0.0019983059406139,0.008024499317914
"Lorr112",11100,0,0.0356994671260047,0.0108798806941432,0.216422100739883,0.478681056040331,0,0.00490155399953738,0.00229486878268139,0.0234781051001334,0.00490155399953738,0,0,0.0180291956788471,0.0158285424911954,0.0990786830367306,0,0.0323749334457698,0.00490155399953738,0.0385887991279499,0.00490155399953738,0.00265379301437086,0.00638435872381011
"Lorr113",11200,0,0.0277169436445795,0.00749050976138829,0.247001379046148,0.44857228654533,0,0.00468242590396885,0.00393406077031096,0.0278473865208636,0.00468242590396885,0,0,0.0135460814811982,0.0147338506198271,0.1103253613963,0,0.0282181398752878,0.00468242590396885,0.0438307985050569,0.00468242590396885,0.00330928008812782,0.00474421812970623
"Lorr114",11300,0,0.0197344201631542,0.00410113882863341,0.277580657352413,0.418463517050329,0,0.00446329780840031,0.00557325275794052,0.0322166679415938,0.00446329780840031,0,0,0.00906296728354925,0.0136391587484587,0.12157203975587,0,0.0240613463048059,0.00446329780840031,0.0490727978821639,0.00446329780840031,0.00396476716188478,0.00310407753560234
"Lorr115",11400,0,0.0151843817787419,0.00216919739696312,0.295010845986985,0.401301518438178,0,0.00433839479392625,0.00650759219088937,0.03470715835141,0.00433839479392625,0,0,0.00650759219088937,0.0130151843817787,0.127982646420824,0,0.0216919739696312,0.00433839479392625,0.052060737527115,0.00433839479392625,0.00433839479392625,0.00216919739696312
"Lorr116",11500,0,0.0151843817787419,0.00216919739696312,0.295010845986985,0.401301518438178,0,0.00433839479392625,0.00650759219088937,0.03470715835141,0.00433839479392625,0,0,0.00650759219088937,0.0130151843817787,0.127982646420824,0,0.0216919739696312,0.00433839479392625,0.052060737527115,0.00433839479392625,0.00433839479392625,0.00216919739696312
"Pene1",0,0.010105169702954,0.0111885328097862,0.000882227983317871,0.0132708666371689,0.184639179012444,0.107432880329102,0.0535286660151084,0.0378607001304359,0.424650421337076,0.00104854422187786,0.00799830932395369,0,0.00918368051804602,0.00553049246233484,0.0498404620191074,0.00398949267572045,0.0194627966819575,0.0406848308181263,0.00570980142804107,0.00171178290679,0.00444381050473366,0.00683735248191799
